,Country,Type,Gas,year,Emissions (kt CO eq),Emissions per capita,EmissionTot
836,Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2001,368068.0,9.01,4142913291
837,Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2002,387795.0,9.36,4159783149
838,Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2003,396274.0,9.39,4246654187
839,Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2004,412179.0,9.6,4208292610
840,Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2005,429484.0,9.84,4195965002
841,Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2006,422949.0,9.53,4194673290
842,Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2007,437875.0,9.68,4194207226
843,Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2008,405351.0,8.82,4057795000
844,Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2009,367122.0,7.92,3742770651
845,Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2010,349029.0,7.49,3820496515
846,Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2011,351179.0,7.51,3718549581
847,Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2012,345428.0,7.39,3652461479
848,Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2013,315218.0,6.76,3553809421
849,Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2014,317629.0,6.83,3427826280
850,Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2015,325621.0,7.01,3486016866
851,Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2016,315343.0,6.78,3486374250
852,Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2017,326266.0,7.0,3579005463
853,Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2018,321665.0,6.87,3492436351
854,Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2019,304717.0,6.46,3343420536
855,Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2020,251166.0,5.3,3052044425
856,Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2021,273034.0,5.76,3220178729
857,Spain,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2022,289801.0,6.07,3138341494
858,Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1990,23593.0,2.76,4649770440
859,Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1991,23977.0,2.78,4444605532
860,Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1992,24756.0,2.86,4320714824
861,Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1993,29143.0,3.34,4226725664
862,Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1994,30745.0,3.5,4214004125
863,Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1995,30150.0,3.42,4241086354
864,Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1996,32191.0,3.64,4304232584
865,Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1997,26829.0,3.03,4240418576
866,Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1998,27507.0,3.11,4190637451
867,Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1999,24225.0,2.73,4102517036
868,Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2000,21624.0,2.44,4141954032
869,Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2001,21348.0,2.4,4142913291
870,Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2002,21439.0,2.4,4159783149
871,Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2003,25261.0,2.82,4246654187
872,Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2004,28607.0,3.18,4208292610
873,Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2005,24302.0,2.69,4195965002
874,Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2006,20032.0,2.21,4194673290
875,Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2007,19265.0,2.11,4194207226
876,Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2008,17140.0,1.86,4057795000
877,Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2009,14026.0,1.51,3742770651
878,Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2010,16409.0,1.75,3820496515
879,Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2011,12019.0,1.27,3718549581
880,Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2012,9110.0,0.96,3652461479
881,Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2013,6172.0,0.64,3553809421
882,Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2014,6509.0,0.67,3427826280
883,Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2015,9031.0,0.92,3486016866
884,Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2016,10935.0,1.1,3486374250
885,Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2017,17798.0,1.77,3579005463
886,Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2018,21506.0,2.11,3492436351
887,Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2019,19360.0,1.88,3343420536
888,Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2020,12204.0,1.18,3052044425
889,Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2021,12615.0,1.21,3220178729
890,Sweden,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2022,12903.0,1.23,3138341494
